ID,MEMBER ID,PROJECT,YEAR,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,TOTAL,JAN PAYED DATE,JAN CON NO,JAN REMARKS,FEB PAYED DATE,FEB CON NO,FEB REMARKS,MAR PAYED DATE,MAR CON NO,MAR REMARKS,APR PAYED DATE,APR CON NO,APR REMARKS,MAY PAYED DATE,MAY CON NO,MAY REMARKS,JUN PAYED DATE,JUN CON NO,JUN REMARKS,JULY PAYED DATE,JUL CON NO,JUL REMARKS,AUG PAYED DATE,AUG CON NO,AUG REMARKS,SEP PAYED DATE,SEP CON NO,SEP REMARKS,OCT PAYED DATE,OCT CON NO,OCT REMARKS,NOV PAYED DATE,NOV CON NO,NOV REMARKS,DEC PAYED DATE,DEC CON NO,DEC REMARKS,NOT COUNTED,NOTES,Date Created,Created by,Date Updated,Updated By,JANUARY PENALTY,FEBRUARY PENALTY,MARCH PENALTY,APRIL PENALTY,MAY PENALTY,JUNE PENALTY,JULY PENALTY,AUGUST PENALTY,SEPTEMBER PENALTY,OCTOBER PENALTY,NOVEMBER PENALTY,DECEMBER PENALTY,TOTAL PENALTY,JANUARY_PAYMENT_DATE,FEBRUARY_PAYMENT_DATE,MARCH_PAYMENT_DATE,APRIL_PAYMENT_DATE,MAY_PAYMENT_DATE,JUNE_PAYMENT_DATE,JULY_PAYMENT_DATE,AUGUST_PAYMENT_DATE,SEPTEMBER_PAYMENT_DATE,OCTOBER_PAYMENT_DATE,NOVEMBER_PAYMENT_DATE,DECEMBER_PAYMENT_DATE,FLAG_PAYMENT_MISSING_DATE,FLAG_MULTIPLE_RECEIPTS,FLAG_INVALID_YEAR
67,361,BANCASI,2024,0.0,0,0,0,0,4000,0,4000,0,0,4000,0,12000.0,,,,,,,,,,,,,,,,27,907,,,,,27,787,,,,,,,,27,1365,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,,2024-08-27,,,2024-11-27,,False,False,False
68,582,BANCASI,2024,0.0,0,0,0,0,3000,3000,0,0,6000,3000,0,15000.0,,,,,,,,,,,,,,,,2,739,OK,30,996,OK,,,,,,,28,1314,OK,27,1386,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-02,2024-07-30,,,2024-10-28,2024-11-27,,False,False,False
69,362,BANCASI,2024,0.0,0,0,0,0,1100,1100,0,2200,0,2200,0,6600.0,,,,,,,,,,,,,,,,27,921,,30,777,,,,,30,1263,aug-sept,,,,27,1388,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,2024-09-30,,2024-11-27,,False,False,False
70,364,BANCASI,2024,0.0,0,0,0,1000,2755,0,0,0,0,0,0,3755.0,,,,,,,,,,,,,,,SOBRA SA PROCESSING,27,918,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,,,,,,,True,False,False
71,588,BANCASI,2024,0.0,0,0,0,0,7140,7140,0,0,14280,7140,0,35700.0,,,,,,,,,,,,,,,,27,917,,30,748,,,,,,,,,"12,871,302",,27,1360,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,,2024-11-27,,True,True,False
72,585,BANCASI,2024,0.0,0,0,0,0,2000,2000,0,0,1500,1500,0,7000.0,,,,,,,,,,,,,,,,27,940,,30,754,,,,,,,,28,1293,,27,1377,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,2024-10-28,2024-11-27,,False,False,False
73,368,BANCASI,2024,0.0,0,0,0,0,4251,4251,0,0,8502,4251,0,21255.0,,,,,,,,,,,,,,,,27,930,,30,757,,,,,,,,,"12,701,290",,27,1375,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,,2024-11-27,,True,True,False
74,547,MASAO,2024,0.0,0,0,0,0,22666,22666,22666,22666,22666,22670,0,136000.0,,,,,,,,,,,,,,,,27,854,,30,855,,27,1012,,29,1407,,28,1475,,27,1515,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,2024-08-27,2024-09-29,2024-10-28,2024-11-27,,False,False,False
75,66,MASAO,2024,0.0,0,0,0,0,3700,3700,3700,3700,4000,4000,0,22800.0,,,,,,,,,,,,,,,,27,838,,30,1063,,27,1013,,29,1426,,28,1487,,27,1538,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,2024-08-27,2024-09-29,2024-10-28,2024-11-27,,False,False,False
76,45,MASAO,2024,0.0,0,0,0,0,2700,2700,2700,2700,2700,2700,0,16200.0,,,,,,,,,,,,,,,,27,843,,30,1065,,27,1007,,29,1417,,28,1485,,27,1545,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,2024-08-27,2024-09-29,2024-10-28,2024-11-27,,False,False,False
77,1480,MASAO,2024,0.0,0,0,0,0,0,2000,2000,2000,2000,2000,0,10000.0,,,,,,,,,,,,,,,,,,,30,1069,,27,1030,,29,1427,,28,1497,,27,1526,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2024-07-30,2024-08-27,2024-09-29,2024-10-28,2024-11-27,,False,False,False
78,74,MASAO,2024,0.0,0,0,0,0,2600,2600,2600,2600,2600,2600,0,15600.0,,,,,,,,,,,,,,,,27,692,,30,1078,,27,1028,,29,1425,,28,1495,,27,1533,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,2024-08-27,2024-09-29,2024-10-28,2024-11-27,,False,False,False
79,53,MASAO,2024,0.0,0,0,0,0,2475,2475,2475,2475,2475,2475,0,14850.0,,,,,,,,,,,,,,,,27,696,,30,1081,,27,1025,,29,1436,,28,1490,,27,1528,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,2024-08-27,2024-09-29,2024-10-28,2024-11-27,,False,False,False
80,1823,MASAO,2024,0.0,0,0,0,0,0,0,0,0,3500,3500,0,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1465,new contract/first hulog,27,1516,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2024-10-28,2024-11-27,,False,False,False
81,1478,MASAO,2024,0.0,0,0,0,0,0,4400,4400,4400,4400,8800,0,26400.0,,,,,,,,,,,,,,,,,,,30,1064,,27,1021,,29,1433,,28,1450,,27,1536,NOV-DEC 2024,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2024-07-30,2024-08-27,2024-09-29,2024-10-28,2024-11-27,,False,False,False
82,1851,BANCASI,2024,0.0,0,0,0,0,9000,7800,0,0,0,11000,0,27800.0,,,,,,,,,,,,,,,,27,913,,30,762,,,,,,,,,,,27,1367,aug-nov payment,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,,2024-11-27,,False,False,False
83,1839,BANCASI,2024,0.0,0,0,0,50000,3700,3700,0,0,7400,3700,0,68500.0,,,,,,,,,,,,,23,723,,27,904,,30,990,,,,,,,,,"12,771,285",,27,1359,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,2024-05-23,2024-06-27,2024-07-30,,,,2024-11-27,,True,True,False
84,1659,RIZAL,2024,3175.0,8705,0,2276,0,0,0,0,0,0,0,0,14156.0,12,190,,9,375,FEB-MAY 2024,,,,15,528,,,,,,,NAGBAYAD NG JUNE,,,,,,,,,,,,,,,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-12,2024-02-09,,2024-04-15,,,,,,,,,False,False,False
85,1694,RIZAL,2024,1000.0,2000,1000,1000,0,2000,1000,0,2000,0,1000,0,11000.0,19,204,,22,390,,14,477,,12,522,,,,,27,818,,30,986,,,,,12,895,,,,,27,1182,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,2024-02-22,2024-03-14,2024-04-12,,2024-06-27,2024-07-30,,2024-09-12,,2024-11-27,,False,False,False
86,1695,RIZAL,2024,0.0,1000,0,0,0,500,0,0,0,0,0,0,1500.0,,,,29,459,OK,,,,,,,,,,27,822,OK,,,,,,,,,,,,,,,,,,,0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-29,,,,2024-06-27,,,,,,,False,False,False
87,1697,RIZAL,2024,0.0,5000,0,0,3000,1500,0,0,0,0,0,0,9500.0,,,,26,400,,,,,,,,3,606,,27,819,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-26,,,2024-05-03,2024-06-27,,,,,,,False,False,False
88,1698,RIZAL,2024,0.0,0,5000,1300,0,1000,0,0,0,0,1500,0,8800.0,,,,,,,1,461,,12,521,,,,,27,821,,,,,,,,,,,,,,27,1184,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2024-03-01,2024-04-12,,2024-06-27,,,,,2024-11-27,,False,False,False
89,1701,RIZAL,2024,500.0,500,500,500,500,0,1000,1000,1000,0,1000,0,6500.0,19,214,,22,453,,21,495,,29,540,,31,633,,,,,30,973,,27,888,,29,1123,,,,,27,1176,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,2024-02-22,2024-03-21,2024-04-29,2024-05-31,,2024-07-30,2024-08-27,2024-09-29,,2024-11-27,,False,False,False
90,1711,RIZAL,2024,51974.0,27000,0,0,10000,0,6000,0,0,0,0,0,94974.0,,166,"DP DEC.13,2023 BLK 3 , LOT 40",29,458,,,,,,,,,690,5-16-23 SOBRA SA PROCESSING,,,,17,963,,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-29,,,,,2024-07-17,,,,,,True,False,False
91,1718,RIZAL,2024,0.0,10000,1500,3000,0,8500,0,3000,2000,3000,2500,0,33500.0,,,,26,398,,14,486,,29,419,,,,,27,817,,,,,6,857,,12,1115,,28,1455,,27,1201,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-26,2024-03-14,2024-04-29,,2024-06-27,,2024-08-06,2024-09-12,2024-10-28,2024-11-27,,False,False,False
92,1719,RIZAL,2024,0.0,10000,1500,3000,10000,15000,0,3000,4000,3000,2500,0,52000.0,,,,26,399,,14,487,,29,550,,3,607,"blk 1 , lot 15",27,"815,816",,,,,6,856,,12,1114,,28,1454,,27,1200,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-26,2024-03-14,2024-04-29,2024-05-03,2024-06-27,,2024-08-06,2024-09-12,2024-10-28,2024-11-27,,False,True,False
93,1729,RIZAL,2024,2150.0,2150,2150,2150,2250,2200,0,3900,0,4500,2200,0,23650.0,11,185,,8,356,,12,472,,12,514,,14,618,,27,852,,,,,,"885,942",AUG.2&AUG. 27,,,,18,1142,,27,1188,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-11,2024-02-08,2024-03-12,2024-04-12,2024-05-14,2024-06-27,,,,2024-10-18,2024-11-27,,True,True,False
94,1731,RIZAL,2024,0.0,0,1000,1000,1123,0,1150,0,1150,0,2000,0,7423.0,,,,,,,11,469,,12,516,,29,629,,29,,,30,987,,,,,29,1130,,,,,7,1156,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2024-03-11,2024-04-12,2024-05-29,2024-06-29,2024-07-30,,2024-09-29,,2024-11-07,,False,False,False
95,1835,RIZAL,2024,0.0,0,3000,0,0,3000,0,0,0,3000,3000,0,12000.0,,,,,,,27,500,,,,,,,,21,647,,,,,,,,,,,11,1137,,27,1194,ok / 400 - rtax 2024,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2024-03-27,,,2024-06-21,,,,2024-10-11,2024-11-27,,False,False,False
96,1740,RIZAL,2024,0.0,0,6000,0,0,15000,0,0,0,13000,3000,0,37000.0,,,,,,,27,499,,,,,,,,21,646,,,,,,,,,,,11,1136,,27,1195,ok / rtax-400,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2024-03-27,,,2024-06-21,,,,2024-10-11,2024-11-27,,False,False,False
97,505,MASAO,2024,1000.0,1500,2000,1500,0,1500,2000,0,0,0,0,0,9500.0,19,217,,9,372,,1,482,,29,536,,,,,1,,,30,975,,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,2024-02-09,2024-03-01,2024-04-29,,2024-06-01,2024-07-30,,,,,,False,False,False
98,1747,RIZAL,2024,2000.0,1500,2000,1500,0,1500,2000,1000,0,2000,0,0,13500.0,19,"212,297","#297 - DEC. 19,2023",9,369,,14,484,,29,538,,,,,27,810,,30,978,,27,869,,,,,28,1459,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,2024-02-09,2024-03-14,2024-04-29,,2024-06-27,2024-07-30,2024-08-27,,2024-10-28,,,False,True,False
99,1746,RIZAL,2024,2000.0,1500,2000,1500,0,1500,2000,1000,0,2000,0,0,13500.0,19,"216,299","#299 -DEC.19,2023",9,370,,14,485,,29,537,,,,,27,811,,30,977,,27,871,,,,,28,1461,sept-oct,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,2024-02-09,2024-03-14,2024-04-29,,2024-06-27,2024-07-30,2024-08-27,,2024-10-28,,,False,True,False
100,1752,RIZAL,2024,2000.0,1500,2000,1500,0,1500,2000,1000,0,2000,0,0,13500.0,19,"215,298","#298-DEC.19,2023",9,371,,14,483,,29,534,,,,,27,807,,30,976,,22,868,,,,,28,1460,sept-oct,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,2024-02-09,2024-03-14,2024-04-29,,2024-06-27,2024-07-30,2024-08-22,,2024-10-28,,,False,True,False
101,1758,RIZAL,2024,1000.0,1000,1000,1000,1000,0,1000,1000,1000,0,1000,0,9000.0,19,213,,22,455,,21,493,,29,542,,31,635,,,,,30,971,,27,887,,29,1124,,,,,27,1178,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,2024-02-22,2024-03-21,2024-04-29,2024-05-31,,2024-07-30,2024-08-27,2024-09-29,,2024-11-27,,False,False,False
102,1759,RIZAL,2024,1100.0,1100,1100,1100,1000,0,1100,1000,1000,0,1000,0,9500.0,19,210,OK,22,452,OK,21,494,OK,29,544,,31,636,OK,,,,30,974,OK,27,886,OK,29,1122,OK,,,,27,1177,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,2024-02-22,2024-03-21,2024-04-29,2024-05-31,,2024-07-30,2024-08-27,2024-09-29,,2024-11-27,,False,False,False
103,1768,RIZAL,2024,0.0,3000,0,0,0,0,0,0,2000,0,0,0,5000.0,,,,8,361,OK,,,,,,,,,,,,,,,,,,,29,1128,OK,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-08,,,,,,,2024-09-29,,,,False,False,False
104,1769,RIZAL,2024,3000.0,0,3000,0,0,3500,0,2000,0,3000,0,0,14500.0,19,203,OK,,,,27,502,OK,,,,,,,27,826,OK,,,,27,872,OK,,,,28,1146,OK,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,,2024-03-27,,,2024-06-27,,2024-08-27,,2024-10-28,,,False,False,False
105,1770,RIZAL,2024,0.0,6000,6000,4000,0,0,0,6000,0,0,0,0,22000.0,,,,6,353,OK,15,489,OK,29,601,,,,,,,,,,,22,866,"BLK 3, LOT 28/30 - OK",,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-06,2024-03-15,2024-04-29,,,,2024-08-22,,,,,False,False,False
106,1771,RIZAL,2024,1300.0,2500,1300,1300,1300,1300,0,0,1300,1300,1300,0,12900.0,17,196,"DEC.30,2023 - OK",22,388,OK,14,475,OK,12,520,,14,615,OK,27,803,OK,,,,,,,12,892,OK,28,1150,OK,27,1191,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-17,2024-02-22,2024-03-14,2024-04-12,2024-05-14,2024-06-27,,,2024-09-12,2024-10-28,2024-11-27,,False,False,False
107,1777,RIZAL,2024,2500.0,2500,0,2500,0,2500,5000,0,2500,0,2500,0,20000.0,19,202,ok,22,394,ok,,,,12,515,,,,,27,812,ok,,"969,955",july 12 & july 30 - ok,,,,29,1125,ok,,,,27,1196,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,2024-02-22,,2024-04-12,,2024-06-27,,,2024-09-29,,2024-11-27,,True,True,False
108,1781,RIZAL,2024,3153.0,3153,3153,3153,3153,3150,3153,3153,0,3153,3153,0,31527.0,25,351,ok,23,397,ok,26,498,ok,29,548,,28,631,ok,27,806,ok,30,989,ok,27,879,ok,,,,2,1132,ok,27,1186,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-25,2024-02-23,2024-03-26,2024-04-29,2024-05-28,2024-06-27,2024-07-30,2024-08-27,,2024-10-02,2024-11-27,,False,False,False
109,1817,RIZAL,2024,0.0,3800,2500,2000,0,2500,2500,2500,2500,0,5000,0,23300.0,,,,8,358,OK,21,497,OK,29,547,,,,,27,824,OK,30,984,OK,27,874,OK,12,1106,OK,,,,27,1181,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-08,2024-03-21,2024-04-29,,2024-06-27,2024-07-30,2024-08-27,2024-09-12,,2024-11-27,,False,False,False
110,1783,RIZAL,2024,0.0,5000,5000,0,0,3000,0,0,0,10000,3000,0,26000.0,,,,8,360,OK,14,,,,,,,,,27,814,OK,,,,,,,,,,28,1462,OK,27,1193,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-08,2024-03-14,,,2024-06-27,,,,2024-10-28,2024-11-27,,False,False,False
111,1797,RIZAL,2024,4280.0,4280,0,4280,0,4280,4500,3000,3000,2000,2200,0,31820.0,10,184,OK,9,376,OK,,,,8,508,,,,,18,643,OK,30,972,OK,21,863,OK,12,1108,OK,28,1145,OK,27,1179,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-10,2024-02-09,,2024-04-08,,2024-06-18,2024-07-30,2024-08-21,2024-09-12,2024-10-28,2024-11-27,,False,False,False
112,1805,RIZAL,2024,0.0,0,1500,0,0,1000,0,1000,1500,0,1500,0,6500.0,,,,,,,27,501,OK,,,,,,,27,827,OK,,,,27,880,OK,12,893,OK,,,,27,1190,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2024-03-27,,,2024-06-27,,2024-08-27,2024-09-12,,2024-11-27,,False,False,False
113,1816,RIZAL,2024,0.0,3500,2000,2000,0,2000,2000,2000,2000,0,4000,0,19500.0,,,,8,359,OK,21,496,OK,29,546,,,,,27,823,OK,30,985,OK,27,873,OK,12,900,OK,,,,27,1180,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-08,2024-03-21,2024-04-29,,2024-06-27,2024-07-30,2024-08-27,2024-09-12,,2024-11-27,,False,False,False
114,1816,RIZAL,2023,0.0,0,5500,0,5650,0,3665,0,0,0,6000,0,20815.0,,,,,,,13,796,OK,,,,26,710,OK,,,,19,788,OK,,,,,,,,,,28,124,OK,,,,0,,,,2024-11-22,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2023-03-13,,2023-05-26,,2023-07-19,,,,2023-11-28,,False,False,False
115,1694,RIZAL,2023,0.0,3000,1000,1000,0,1000,0,1000,0,1000,1000,0,9000.0,,,,6,591,,10,789,,10,628,,,,,10,733,,,,,18,816,,,,,27,100,,28,115,,,,,0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2023-02-06,2023-03-10,2023-04-10,,2023-06-10,,2023-08-18,,2023-10-27,2023-11-28,,False,False,False
116,1697,RIZAL,2023,3571.0,0,2000,0,3000,0,1000,0,0,0,0,0,9571.0,27,581,ok,,,,9,783,ok,,,,15,681,ok,,,,5,758,ok,,,,,,,,,,,,,,,,0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,2023-01-27,,2023-03-09,,2023-05-15,,2023-07-05,,,,,,False,False,False
117,1697,RIZAL,2022,1000.0,1000,0,2000,1000,1000,0,1000,1000,1000,1000,4271,14271.0,23,59,ok,13,84,ok,,,,27,"206, 221",,28,317,ok,24,339,ok,,,,10,382,ok,1,404,ok,1,448,ok,18,520,ok,22,"545, 546","546 = 1000, 545 = 3271",0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,2022-01-23,2022-02-13,,2022-04-27,2022-05-28,2022-06-24,,2022-08-10,2022-09-01,2022-10-01,2022-11-18,2022-12-22,False,True,False
118,1696,RIZAL,2023,0.0,2000,1000,0,0,1000,0,1000,0,2000,0,0,7000.0,,,,6,592,ok,10,787,ok,,,,,,,10,734,ok,,,,18,814,ok,,,,27,98,ok,,,,,,,0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2023-02-06,2023-03-10,,,2023-06-10,,2023-08-18,,2023-10-27,,,False,False,False
119,1831,RIZAL,2024,0.0,0,0,0,0,100000,20667,15000,0,50000,0,0,185667.0,,,,,,,,,,,,,,,,,"744,639",639-30K / 70K - 744-OK,18,964,JULY TO SEPTEMBER/OK,22,865,OK,,,,14,1139,OK,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2024-07-18,2024-08-22,,2024-10-14,,,True,True,False
120,1768,RIZAL,2023,0.0,0,0,0,0,0,1000,0,0,0,0,0,1000.0,,,,,,,,,,,,,,,,,,,5,755,OK,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2023-07-05,,,,,,False,False,False
121,1835,RIZAL,2023,0.0,0,14875,0,2737,2737,3000,3000,0,0,0,3000,29349.0,,,,,,,17,805,8000 TO PROCESSING FEE,,,,1,663,,10,736,,9,774,,10,804,,,,,,,,,,,20,175,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2023-03-17,,2023-05-01,2023-06-10,2023-07-09,2023-08-10,,,,2023-12-20,False,False,False
122,1711,RIZAL,2023,0.0,0,0,0,10000,0,4000,4000,4000,0,8000,133949,163949.0,,,,,,,,,,,,,16,689,,,,,7,764,,9,802,,5,841,,,,,24,114,,13,166,"BLK 3 , LOT 38 F. PAYMENT",0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023-05-16,,2023-07-07,2023-08-09,2023-09-05,,2023-11-24,2023-12-13,False,False,False
123,1767,RIZAL,2023,0.0,0,0,7475,0,0,0,0,0,3000,1500,0,11975.0,,,,,,,,,,11,639,,,,,,,,,,,,,,,,,3,875,OK,15,109,OK,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-11,,,,,,2023-10-03,2023-11-15,,False,False,False
124,1766,RIZAL,2023,0.0,0,0,1250,0,2167,0,1090,1090,0,2300,0,7897.0,,,,,,,,,,,,,,,,8,722,,,,,10,806,,18,865,,,,,28,151,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2023-06-08,,2023-08-10,2023-09-18,,2023-11-28,,True,False,False
125,1778,RIZAL,2024,0.0,1400,0,1400,0,1000,0,1400,1400,0,1400,0,8000.0,,,,8,362,OK,,,,5,505,,,,,27,828,OK,,,,27,883,OK,12,894,OK,,,,27,1189,OK / 1000-BIGAS,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-08,,2024-04-05,,2024-06-27,,2024-08-27,2024-09-12,,2024-11-27,,False,False,False
126,1778,RIZAL,2023,0.0,0,800,1400,0,2900,0,0,1400,1000,1400,0,8900.0,,,,,,,30,615,OK,17,651,,,,,3,"732, 717",rtax2023 - OK,,,,,,,11,842,OK,16,892,bigas,28,131,OK,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2023-03-30,2023-04-17,,2023-06-03,,,2023-09-11,2023-10-16,2023-11-28,,False,True,False
127,1759,RIZAL,2023,1000.0,0,1000,0,1000,1000,0,0,1000,1065,1100,1000,8165.0,16,569,,,,,30,617,,,,,15,685,,29,754,,,,,,,,5,835,,18,899,,28,120,,19,169,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,2023-01-16,,2023-03-30,,2023-05-15,2023-06-29,,,2023-09-05,2023-10-18,2023-11-28,2023-12-19,False,False,False
128,1745,RIZAL,2023,0.0,0,1000,2000,1000,1200,2000,1000,1000,1000,1400,0,11600.0,,,,,,,13,603,,10,636,,21,696,,8,727,,24,792,,26,825,,18,862,,15,889,,28,133,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2023-03-13,2023-04-10,2023-05-21,2023-06-08,2023-07-24,2023-08-26,2023-09-18,2023-10-15,2023-11-28,,False,False,False
129,1744,RIZAL,2023,0.0,0,0,0,0,0,1083,0,0,0,3250,0,4333.0,,,,,,,,,,,,,,,,,,,21,790,,,,,,,,,,,26,153,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2023-07-21,,,,2023-11-26,,False,False,False
130,1742,RIZAL,2023,0.0,0,0,1083,10000,10000,5000,3000,5000,5000,5000,0,44083.0,,,,,,,,,,15,647,,15,692,,14,738,,19,783,,10,807,,18,859,,27,87,,28,130,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-15,2023-05-15,2023-06-14,2023-07-19,2023-08-10,2023-09-18,2023-10-27,2023-11-28,,False,False,False
131,1794,RIZAL,2024,0.0,1000,1500,2000,1500,0,4000,1500,1500,1500,1500,0,16000.0,,,,22,396,OK,21,492,OK,29,533,,14,622,OK,,,,,"980,960","JULY 10-JULY 30,2024",27,878,OK,12,899,OK,28,1149,OK,27,1175,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-22,2024-03-21,2024-04-29,2024-05-14,,,2024-08-27,2024-09-12,2024-10-28,2024-11-27,,True,True,False
